Gap,AM,CBD,porous,x,y,z,res,tliq,tsol,CC/AM,CC/CBD,Active_Surface,porocal,pressure,sigma,tliq_racine,tsol_racine
11.0,95.0,5.0,49.0,50.0,50.0,83.0,1.0,13.1,1.8030000000000002,40.839999999999996,17.03,47.07000000000001,0.32025297758088,132.510528403874,0.027355960451374,3.61939221417077,1.34275835502893
11.0,95.0,5.0,50.0,50.0,50.0,81.4,1.0,15.91,1.765,37.65,18.86,45.18999999999999,0.31381019857465,132.510528403874,0.022071251552799,3.98873413503583,1.32853302555864
11.0,96.0,4.0,45.0,50.0,50.0,90.4,1.0,6.8069999999999995,1.9479999999999997,37.45,14.09,54.2,0.35445910693437,132.510528403874,0.058269390430375,2.609022805573,1.39570770578943
11.0,96.0,4.0,46.0,50.0,50.0,88.8,1.0,7.687,1.8969999999999998,39.18000000000001,14.27,52.2,0.34801632792814,132.510528403874,0.050660891238661,2.77254395817271,1.37731623093609
11.0,96.0,4.0,47.0,50.0,50.0,87.2,1.0,7.976000000000001,1.888,41.150000000000006,13.870000000000001,51.60000000000001,0.34157354892191,132.510528403874,0.047921364248197,2.82418129729662,1.37404512298541
11.0,96.0,4.0,48.0,50.0,50.0,85.5,1.0,9.367,1.843,40.949999999999996,14.320000000000002,49.60000000000001,0.33513076991568,132.510528403874,0.040035372214759,3.06055550513301,1.35757136092362
11.0,96.0,4.0,49.0,50.0,50.0,83.9,1.0,10.879999999999999,1.795,40.18,15.14,47.660000000000004,0.32868799090945,132.510528403874,0.033805318182691,3.29848450049413,1.33977610069743
11.0,96.0,4.0,50.0,50.0,50.0,82.2,1.0,11.73,1.781,42.29,14.309999999999999,47.199999999999996,0.32224521190322,132.510528403874,0.030741039396394,3.42490875790874,1.33454111963626
21.0,93.0,7.0,45.0,50.0,50.0,88.3,1.0,11.760000000000002,1.908,33.61,22.04,49.5,0.33280806057866,100.432501272057,0.031667705764245,3.42928563989645,1.38130373198656
21.0,93.0,7.0,46.0,50.0,50.0,86.7,1.0,13.65,1.861,33.839999999999996,22.490000000000002,47.699999999999996,0.32708515985443,100.432501272057,0.026813794423231,3.69459064038223,1.3641847382228
21.0,93.0,7.0,47.0,50.0,50.0,85.1,1.0,14.190000000000003,1.846,33.46,23.540000000000003,47.150000000000006,0.3213622591302,100.432501272057,0.025342097813016,3.76696164036747,1.3586758259423
21.0,93.0,7.0,48.0,50.0,50.0,83.6,1.0,18.02,1.8080000000000003,34.91000000000001,23.03,45.39999999999999,0.31563935840597,100.432501272057,0.019600468482591,4.24499705535823,1.34461890511773
21.0,93.0,7.0,49.0,50.0,50.0,82.0,1.0,23.14,1.766,34.809999999999995,23.73,43.60000000000001,0.30991645768174,100.432501272057,0.01498688488098,4.81040538832228,1.32890932723042
21.0,93.0,7.0,50.0,50.0,50.0,80.4,1.0,24.57,1.7550000000000001,36.79,23.46,43.15,0.30419355695751,100.432501272057,0.013853992276575,4.95681349255749,1.32476412994918
21.0,94.0,6.0,45.0,50.0,50.0,89.1,1.0,9.148000000000001,1.943,35.47,19.26,51.60000000000001,0.34124307390723,100.432501272057,0.041741473513576,3.02456608458139,1.39391534893623
21.0,94.0,6.0,46.0,50.0,50.0,87.6,1.0,10.599,1.8960000000000001,35.2,19.86,49.699999999999996,0.335520173183,100.432501272057,0.035422877044229,3.25561054181854,1.37695315824468
21.0,94.0,6.0,47.0,50.0,50.0,86.0,1.0,12.749999999999998,1.8519999999999999,37.46,19.779999999999998,47.89999999999999,0.32979727245877,100.432501272057,0.028944560618146,3.57071421427143,1.36088206689632
21.0,94.0,6.0,48.0,50.0,50.0,84.4,1.0,12.88,1.8290000000000002,36.72,20.29,47.39999999999999,0.32407437173454,100.432501272057,0.028155219097124,3.58887168898527,1.35240526470433
21.0,94.0,6.0,49.0,50.0,50.0,82.8,1.0,15.98,1.791,36.470000000000006,21.04,45.540000000000006,0.31835147101031,100.432501272057,0.022292571718432,3.99749921826134,1.33828248139173
21.0,94.0,6.0,50.0,50.0,50.0,81.3,1.0,16.6,1.777,38.26,20.45,45.10000000000001,0.31262857028608,100.432501272057,0.021074178924706,4.07430975749267,1.33304163475865
21.0,95.0,5.0,45.0,50.0,50.0,90.0,1.0,8.243,1.936,36.59,17.03,52.39999999999999,0.3496780872358,100.432501272057,0.04746934121277,2.87106252108866,1.39140217047409
21.0,95.0,5.0,46.0,50.0,50.0,88.4,1.0,8.443999999999999,1.9149999999999998,37.269999999999996,17.229999999999997,51.86999999999999,0.34395518651157,100.432501272057,0.045580986938234,2.90585615610959,1.3838352503098
21.0,95.0,5.0,47.0,50.0,50.0,86.8,1.0,9.763,1.8770000000000002,37.11,17.74,49.89999999999999,0.33823228578734,100.432501272057,0.038766969967841,3.12457997177221,1.37003649586425
21.0,95.0,5.0,48.0,50.0,50.0,85.3,1.0,10.184000000000001,1.8619999999999997,38.540000000000006,16.94,49.39999999999999,0.33250938506311,100.432501272057,0.036535546139594,3.19123800428611,1.36455120827326
21.0,95.0,5.0,49.0,50.0,50.0,83.7,1.0,12.059999999999999,1.8160000000000003,37.470000000000006,18.2,47.580000000000005,0.32678648433888,100.432501272057,0.030321233497115,3.47275107083707,1.34759044223384
21.0,95.0,5.0,50.0,50.0,50.0,82.1,1.0,12.819999999999999,1.8050000000000002,38.82,17.82,47.10000000000001,0.32106358361465,100.432501272057,0.028024192672761,3.58050275799363,1.34350288425444
21.0,96.0,4.0,45.0,50.0,50.0,90.8,1.0,6.809,1.967,38.620000000000005,13.41,54.60000000000001,0.35811310056437,100.432501272057,0.058852777137837,2.60940606268936,1.40249777183424
21.0,96.0,4.0,46.0,50.0,50.0,89.2,1.0,6.969000000000001,1.9459999999999997,38.72,14.089999999999998,54.0,0.35239019984014,100.432501272057,0.056582670917078,2.63988636119057,1.39499103939774
21.0,96.0,4.0,47.0,50.0,50.0,87.7,1.0,7.902000000000001,1.904,40.550000000000004,14.0,52.10000000000001,0.34666729911591,100.432501272057,0.049091458834561,2.81104962602939,1.37985506485283
21.0,96.0,4.0,48.0,50.0,50.0,86.1,1.0,8.183000000000002,1.8869999999999998,38.529999999999994,14.3,51.56,0.34094439839168,100.432501272057,0.046623094439728,2.86059434383836,1.3736811857196
21.0,96.0,4.0,49.0,50.0,50.0,84.5,1.0,9.351999999999999,1.841,41.879999999999995,14.01,49.60000000000001,0.33522149766745,100.432501272057,0.040110442246565,3.05810398776758,1.35683455144686
21.0,96.0,4.0,50.0,50.0,50.0,82.9,1.0,11.52,1.8,40.089999999999996,14.73,47.699999999999996,0.32949859694322,100.432501272057,0.032005983505162,3.39411254969543,1.34164078649987
31.0,93.0,7.0,45.0,50.0,50.0,88.8,1.0,10.921,1.924,32.8,22.04,50.0,0.33762929460866,75.7558725119257,0.034594559167392,3.304693631791,1.38708327075198
31.0,93.0,7.0,46.0,50.0,50.0,87.3,1.0,11.439999999999998,1.9049999999999998,33.46999999999999,22.300000000000004,49.5,0.33262627216643,75.7558725119257,0.032535734139356,3.38230690505755,1.38021737418423
31.0,93.0,7.0,47.0,50.0,50.0,85.8,1.0,13.26,1.861,33.86,23.080000000000002,47.699999999999996,0.3276232497242,75.7558725119257,0.027647844377178,3.64142829120662,1.3641847382228
31.0,93.0,7.0,48.0,50.0,50.0,84.3,1.0,14.129999999999999,1.8520000000000003,34.2,22.46,47.300000000000004,0.32262022728197,75.7558725119257,0.025549330101099,3.7589892258425,1.36088206689632
31.0,93.0,7.0,49.0,50.0,50.0,82.8,1.0,17.779999999999998,1.8040000000000003,33.3,23.310000000000002,45.5,0.31761720483974,75.7558725119257,0.019989519247226,4.2166337284616,1.34313067123047
31.0,93.0,7.0,50.0,50.0,50.0,81.3,1.0,18.950000000000003,1.799,35.63000000000001,23.21,45.10000000000001,0.31261418239751,75.7558725119257,0.01845990871255,4.35315977193578,1.34126805672841
31.0,94.0,6.0,45.0,50.0,50.0,89.6,1.0,8.605999999999998,1.953,36.12,18.94,52.10000000000001,0.34606430793723,75.7558725119257,0.044997206667646,2.93359847286571,1.39749776386225
31.0,94.0,6.0,46.0,50.0,50.0,88.1,1.0,9.218,1.939,35.550000000000004,19.32,51.60000000000001,0.341061285495,75.7558725119257,0.041402427692439,3.03611593981521,1.39247980236699
31.0,94.0,6.0,47.0,50.0,50.0,86.6,1.0,10.616000000000001,1.8990000000000002,35.120000000000005,19.78,49.800000000000004,0.33605826305277,75.7558725119257,0.035422870794654,3.25822037314851,1.3780420893427
31.0,94.0,6.0,48.0,50.0,50.0,85.1,1.0,10.98,1.879,35.69,19.91,49.300000000000004,0.33105524061054,75.7558725119257,0.033738689821785,3.31360830515618,1.37076620909621
31.0,94.0,6.0,49.0,50.0,50.0,83.6,1.0,12.99,1.8359999999999999,36.519999999999996,20.280000000000005,47.5,0.32605221816831,75.7558725119257,0.028087177223275,3.60416425818802,1.35499077487635
31.0,94.0,6.0,50.0,50.0,50.0,82.1,1.0,13.14,1.825,39.53,19.490000000000002,47.10000000000001,0.32104919572608,75.7558725119257,0.027340490868911,3.62491379207837,1.35092560861063
31.0,95.0,5.0,45.0,50.0,50.0,90.4,1.0,7.342999999999999,1.984,34.57,17.160000000000004,54.28000000000001,0.3544993212658,75.7558725119257,0.054022162671446,2.70979704037037,1.40854534893272
31.0,95.0,5.0,46.0,50.0,50.0,88.9,1.0,8.067,1.934,34.25,17.690000000000005,52.39999999999999,0.34949629882357,75.7558725119257,0.04847977666835,2.84024646817842,1.3906832852954
31.0,95.0,5.0,47.0,50.0,50.0,87.4,1.0,8.501000000000001,1.922,36.18,17.5,51.89999999999999,0.34449327638134,75.7558725119257,0.045346191773994,2.91564744096401,1.38636214604987
31.0,95.0,5.0,48.0,50.0,50.0,85.9,1.0,9.677000000000001,1.8720000000000003,36.089999999999996,17.569999999999997,50.0,0.33949025393911,75.7558725119257,0.039256959197878,3.11078768160092,1.36821051011897
31.0,95.0,5.0,49.0,50.0,50.0,84.4,1.0,9.966000000000003,1.863,38.29,16.96,49.60000000000001,0.33448723149688,75.7558725119257,0.03755681437337,3.15689721087019,1.36491757992928
31.0,95.0,5.0,50.0,50.0,50.0,82.9,1.0,11.7,1.8219999999999998,38.82000000000001,17.589999999999996,47.75,0.32948420905465,75.7558725119257,0.031512207686509,3.42052627529741,1.34981480211176
31.0,96.0,4.0,45.0,50.0,50.0,91.3,1.0,6.0809999999999995,2.017,37.98,13.66,56.5,0.36293433459437,75.7558725119257,0.066785647165121,2.46596836962683,1.42021125189177
31.0,96.0,4.0,46.0,50.0,50.0,89.8,1.0,6.612,1.9599999999999997,39.5,13.179999999999998,54.56000000000002,0.35793131215214,75.7558725119257,0.060575489760775,2.57138095194003,1.4
31.0,96.0,4.0,47.0,50.0,50.0,88.3,1.0,6.772,1.9440000000000002,39.839999999999996,13.719999999999999,54.10000000000001,0.35292828970991,75.7558725119257,0.05831759542017,2.60230666909187,1.39427400463467
